C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_37_677.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_37_677.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_37_677.jpg, 0, 0, 0, 4.072187E-05
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_37_777.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_37_777.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_37_777.jpg, 0, 0, 0, 4.341692E-05
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_37_877.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_37_877.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_37_877.jpg, 0, 0, 0, 4.189544E-05
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_37_981.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_37_981.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_37_981.jpg, 0, 0, 0, 4.024444E-05
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_38_086.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_38_086.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_38_086.jpg, 0, 0, 0, 5.308193E-05
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_38_190.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_38_190.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_38_190.jpg, 0, 0.2050113, 0, 0.1091032
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_38_292.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_38_292.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_38_292.jpg, 0, 0.5013561, 0, 0.6185648
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_38_391.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_38_391.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_38_391.jpg, -0.093582, 0.7978952, 0, 1.466659
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_38_492.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_38_492.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_38_492.jpg, -0.3981411, 1, 0, 2.62959
C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\center_2024_04_14_11_20_38_597.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\left_2024_04_14_11_20_38_597.jpg, C:\Users\Νικόλας\Downloads\simulator-windows-64\Pista 2 Data\IMG\right_2024_04_14_11_20_38_597.jpg, -0.0313068, 1, 0, 4.077307
